Time,,1_Stock,1_Exit Rate,,3_Stock,3_Exit Rate,,4_Stock,4_Exit Rate,,5_Stock,5_Exit Rate,,6_Stock,6_Exit Rate,,7_Stock,7_Exit Rate
22.1,,10.97006485,1.097006485,,3.858811366,0.860679072,,2.300423433,0.648935256,,1.376247828,0.469058927,,0.824205885,0.329293064,,0.049328641,0.226041179
22.2,,10.86091088,1.086091088,,3.772802276,0.842579483,,2.23554134,0.631645159,,1.329343888,0.453904191,,0.791276887,0.316771651,,0.046685356,0.216142062
22.3,,10.75284301,1.075284301,,3.688601407,0.824826903,,2.172387808,0.614777987,,1.283955327,0.439202969,,0.759600011,0.304694907,,0.044180605,0.206650742
22.4,,10.64585044,1.064585044,,3.606174109,0.807415747,,2.110920564,0.59832482,,1.240036798,0.424943266,,0.729130793,0.293048598,,0.041807323,0.197551846
22.5,,10.53992246,1.053992246,,3.52548629,0.790340484,,2.051098222,0.582276871,,1.197544152,0.411113334,,0.69982619,0.281818869,,0.039558792,0.1888305
22.6,,10.43504848,1.043504848,,3.446504408,0.77359564,,1.992880277,0.566625486,,1.156434418,0.39770167,,0.671644545,0.270992236,,0.037428626,0.180472318
22.7,,10.33121801,1.033121801,,3.369195469,0.757175794,,1.936227089,0.551362142,,1.116665772,0.384697015,,0.644545549,0.26055558,,0.035410756,0.172463392
22.8,,10.22842067,1.022842067,,3.293527018,0.741075582,,1.881099868,0.536478452,,1.078197518,0.37208835,,0.618490206,0.250496142,,0.033499413,0.164790278
22.9,,10.12664619,1.012664619,,3.219467137,0.725289697,,1.827460664,0.521966161,,1.040990059,0.359864897,,0.593440794,0.240801517,,0.031689115,0.157439987
23,,10.02588437,1.002588437,,3.146984435,0.70981289,,1.77527235,0.507817147,,1.005004879,0.348016112,,0.569360832,0.231459644,,0.029974654,0.15039997
23.1,,9.926125156,0.992612516,,3.076048046,0.69463997,,1.724498611,0.494023422,,0.970204513,0.336531687,,0.546215047,0.222458804,,0.028351082,0.14365811
23.2,,9.82735856,0.982735856,,3.006627622,0.679765803,,1.675103933,0.480577129,,0.936552529,0.325401545,,0.523969335,0.213787612,,0.026813697,0.137202706
23.3,,9.729574709,0.972957471,,2.938693327,0.665185317,,1.627053583,0.467470545,,0.904013501,0.314615836,,0.502590733,0.205435008,,0.025358035,0.131022467
23.4,,9.632763823,0.963276382,,2.872215831,0.650893496,,1.580313603,0.454696078,,0.87255299,0.304164938,,0.482047382,0.197390253,,0.023979855,0.125106497
23.5,,9.536916222,0.953691622,,2.807166305,0.636885386,,1.534850792,0.442246267,,0.842137515,0.294039451,,0.462308498,0.189642921,,0.022675131,0.119444284
23.6,,9.44202232,0.944202232,,2.743516412,0.623156091,,1.490632696,0.430113783,,0.81273454,0.284230195,,0.443344338,0.182182895,,0.021440037,0.114025692
23.7,,9.348072628,0.934807263,,2.681238307,0.609700778,,1.447627593,0.418291425,,0.784312443,0.274728205,,0.425126174,0.175000357,,0.020270944,0.108840946
23.8,,9.255057751,0.925505775,,2.620304624,0.59651467,,1.405804478,0.406772122,,0.756840501,0.265524733,,0.407626256,0.16808578,,0.019164405,0.103880625
23.9,,9.162968388,0.916296839,,2.560688477,0.583593055,,1.365133058,0.395548931,,0.730288862,0.256611238,,0.390817789,0.161429929,,0.018117148,0.099135649
24,,9.071795329,0.907179533,,2.502363447,0.570931277,,1.32558373,0.384615036,,0.704628532,0.247979387,,0.3746749,0.155023846,,0.017126068,0.094597271
24.1,,8.981529457,0.898152946,,2.445303583,0.558524744,,1.287127574,0.373963747,,0.679831349,0.239621053,,0.359172614,0.148858846,,0.016188218,0.090257065
24.2,,8.892161746,0.889216175,,2.389483388,0.546368923,,1.249736336,0.363588499,,0.655869962,0.231528306,,0.344286822,0.142926515,,0.015300801,0.086106917
24.3,,8.803683258,0.880368326,,2.334877822,0.534459341,,1.213382422,0.353482852,,0.632717815,0.223693416,,0.329994258,0.137218697,,0.014461163,0.082139013
24.4,,8.716085146,0.871608515,,2.281462287,0.522791586,,1.178038879,0.343640488,,0.610349124,0.216108844,,0.31627247,0.13172749,,0.013666788,0.078345835
24.5,,8.62935865,0.862935865,,2.22921263,0.511361305,,1.143679386,0.33405521,,0.588738858,0.208767243,,0.303099799,0.126445242,,0.012915285,0.074720146
24.6,,8.543495097,0.85434951,,2.17810513,0.500164207,,1.110278243,0.324720942,,0.567862722,0.201661453,,0.290455347,0.121364543,,0.01220439,0.071254982
24.7,,8.4584859,0.84584859,,2.128116492,0.48919606,,1.077810354,0.315631728,,0.547697136,0.194784497,,0.278318962,0.116478216,,0.011531954,0.067943647
24.8,,8.374322559,0.837432256,,2.079223849,0.478452692,,1.046251223,0.306781727,,0.528219219,0.188129577,,0.266671205,0.111779316,,0.010895938,0.0647797
24.9,,8.290996658,0.829099666,,2.031404745,0.467929988,,1.015576932,0.298165216,,0.509406767,0.181690072,,0.255493334,0.107261122,,0.01029441,0.061756946
25,,8.208499862,0.820849986,,1.984637138,0.457623896,,0.985764141,0.289776587,,0.491238242,0.175459536,,0.244767279,0.102917128,,0.009725537,0.058869432
25.1,,8.126823924,0.812682392,,1.938899391,0.447530421,,0.956790066,0.281610346,,0.473692746,0.16943169,,0.23447562,0.098741041,,0.009187581,0.056111437
25.2,,8.045960675,0.804596067,,1.894170262,0.437645625,,0.928632475,0.27366111,,0.456750013,0.163600422,,0.224601567,0.094726775,,0.008678895,0.05347746
25.3,,7.965902029,0.796590203,,1.850428906,0.427965633,,0.901269673,0.265923606,,0.440390386,0.157959784,,0.215128937,0.090868443,,0.008197917,0.05096222
25.4,,7.886639979,0.788663998,,1.807654864,0.418486622,,0.874680491,0.258392672,,0.424594802,0.152503987,,0.206042138,0.087160354,,0.007743167,0.048560643
25.5,,7.8081666,0.78081666,,1.765828057,0.409204831,,0.848844278,0.251063253,,0.409344778,0.147227398,,0.197326145,0.083597005,,0.007313241,0.046267854
25.6,,7.730474044,0.773047404,,1.724928783,0.400116554,,0.823740887,0.243930398,,0.394622395,0.142124536,,0.188966485,0.080173078,,0.00690681,0.044079175
25.7,,7.653554542,0.765355454,,1.68493771,0.391218142,,0.799350666,0.236989264,,0.380410281,0.137190072,,0.180949215,0.076883433,,0.006522614,0.041990115
25.8,,7.577400402,0.75774004,,1.64583587,0.382506004,,0.775654449,0.230235109,,0.366691596,0.13241882,,0.173260907,0.073723103,,0.006159459,0.03999636
25.9,,7.502004009,0.750200401,,1.607604654,0.373976602,,0.75263354,0.223663292,,0.353450022,0.12780574,,0.16588863,0.070687293,,0.005816213,0.038093774
26,,7.427357821,0.742735782,,1.570225805,0.365626456,,0.730269712,0.217269273,,0.34066974,0.12334593,,0.158819932,0.067771366,,0.005491805,0.036278388
26.1,,7.353454376,0.735345438,,1.533681414,0.357452139,,0.708545187,0.211048612,,0.328335425,0.119034625,,0.152042825,0.064970849,,0.005185218,0.034546392
26.2,,7.280286283,0.728028628,,1.497953916,0.34945028,,0.687442634,0.204996962,,0.316432226,0.114867195,,0.145545768,0.062281419,,0.004895492,0.032894134
26.3,,7.207846224,0.720784622,,1.46302608,0.341617562,,0.666945156,0.199110074,,0.304945758,0.110839139,,0.139317653,0.059698905,,0.004621716,0.031318112
26.4,,7.136126956,0.713612696,,1.428881008,0.333950721,,0.647036279,0.193383793,,0.293862084,0.106946084,,0.133347787,0.05721928,,0.004363026,0.029814967
26.5,,7.065121306,0.706512131,,1.395502126,0.326446544,,0.627699947,0.187814055,,0.283167703,0.103183781,,0.127625882,0.054838656,,0.004118605,0.028381479
26.6,,6.994822174,0.699482217,,1.362873184,0.319101875,,0.608920508,0.182396886,,0.272849541,0.099548103,,0.122142038,0.052553283,,0.00388768,0.027014563
26.7,,6.925222531,0.692522253,,1.330978245,0.311913606,,0.59068271,0.177128404,,0.262894937,0.096035041,,0.116886731,0.050359543,,0.003669518,0.025711262
26.8,,6.856315415,0.685631542,,1.299801681,0.304878681,,0.572971685,0.172004812,,0.253291628,0.092640702,,0.111850796,0.048253943,,0.003463426,0.024468741
26.9,,6.788093937,0.678809394,,1.269328173,0.297994097,,0.555772948,0.167022399,,0.244027744,0.089361307,,0.10702542,0.046233118,,0.003268746,0.023284287
27,,6.720551274,0.672055127,,1.239542699,0.2912569,,0.539072385,0.16217754,,0.235091791,0.086193184,,0.102402125,0.044293819,,0.003084857,0.022155299
27.1,,6.653680672,0.665368067,,1.210430532,0.284664185,,0.522856241,0.157466693,,0.226472641,0.083132772,,0.09797276,0.042432915,,0.002911171,0.021079286
27.2,,6.587475443,0.658747544,,1.181977238,0.278213098,,0.507111119,0.152886395,,0.218159524,0.080176612,,0.093729484,0.040647387,,0.00274713,0.020053866
27.3,,6.521928967,0.652192897,,1.154168664,0.271900831,,0.491823966,0.148433267,,0.210142016,0.077321348,,0.089664759,0.038934324,,0.002592208,0.019076753
27.4,,6.457034689,0.645703469,,1.126990941,0.265724626,,0.476982068,0.144104006,,0.202410026,0.074563723,,0.08577134,0.037290921,,0.002445905,0.018145764
27.5,,6.392786121,0.639278612,,1.100430473,0.259681774,,0.462573039,0.139895386,,0.194953791,0.071900577,,0.082042261,0.035714474,,0.00230775,0.017258806
27.6,,6.329176836,0.632917684,,1.074473935,0.253769609,,0.448584819,0.135804257,,0.187763865,0.069328845,,0.078470826,0.034202378,,0.002177295,0.016413878
27.7,,6.266200474,0.626620047,,1.04910827,0.247985514,,0.43500566,0.131827543,,0.180831105,0.066845553,,0.075050599,0.032752122,,0.002054119,0.015609063
27.8,,6.203850738,0.620385074,,1.024320681,0.242326918,,0.421824123,0.127962242,,0.174146669,0.064447816,,0.071775398,0.03136129,,0.00193782,0.014842531
27.9,,6.142121391,0.614212139,,1.000098627,0.236791294,,0.409029068,0.124205421,,0.167702,0.062132837,,0.068639279,0.03002755,,0.001828022,0.014112527
28,,6.081006263,0.608100626,,0.976429822,0.23137616,,0.39660965,0.12055422,,0.161488824,0.059897904,,0.065636533,0.028748661,,0.001724365,0.013417376
28.1,,6.020499239,0.602049924,,0.953302224,0.226079078,,0.384555307,0.117005845,,0.155499136,0.057740387,,0.062761676,0.027522462,,0.001626512,0.012755473
28.2,,5.960594271,0.596059427,,0.930704039,0.220897654,,0.37285576,0.113557569,,0.149725195,0.055657736,,0.060009438,0.026346873,,0.001534142,0.012125287
28.3,,5.901285367,0.590128537,,0.908623709,0.215829537,,0.361501,0.110206733,,0.144159513,0.053647479,,0.057374759,0.02521989,,0.001446952,0.011525351
28.4,,5.842566596,0.58425666,,0.887049911,0.210872416,,0.350481284,0.106950741,,0.138794853,0.051707222,,0.054852777,0.024139588,,0.001364657,0.010954264
28.5,,5.784432087,0.578443209,,0.865971555,0.206024025,,0.33978713,0.10378706,,0.133624215,0.049834642,,0.052438826,0.023104109,,0.001286985,0.010410688
28.6,,5.726876027,0.572687603,,0.845377776,0.201282136,,0.329409307,0.10071322,,0.12864083,0.048027489,,0.050128421,0.022111669,,0.00121368,0.009893343
28.7,,5.669892658,0.566989266,,0.825257931,0.196644566,,0.319338835,0.097726809,,0.123838157,0.046283584,,0.047917261,0.021160549,,0.0011445,0.009401005
28.8,,5.613476283,0.561347628,,0.805601595,0.192109167,,0.309566969,0.094825478,,0.119209871,0.044600814,,0.045801212,0.020249095,,0.001079217,0.008932508
28.9,,5.557621261,0.555762126,,0.786398559,0.187673833,,0.300085206,0.092006934,,0.114749858,0.042977134,,0.043776308,0.019375718,,0.001017613,0.008486734
29,,5.502322006,0.550232201,,0.767638824,0.183336497,,0.290885265,0.08926894,,0.11045221,0.041410561,,0.041838741,0.018538887,,0.000959484,0.008062617
29.1,,5.447572987,0.544757299,,0.749312596,0.179095129,,0.281959095,0.086609315,,0.106311216,0.039899175,,0.039984857,0.017737131,,0.000904637,0.00765914
29.2,,5.39336873,0.539336873,,0.731410286,0.174947738,,0.273298859,0.084025935,,0.102321357,0.038441119,,0.038211149,0.016969033,,0.000852889,0.007275331
29.3,,5.339703815,0.533970381,,0.713922502,0.170892371,,0.264896933,0.081516726,,0.098477301,0.037034592,,0.03651425,0.016233234,,0.000804068,0.006910261
29.4,,5.286572874,0.528657287,,0.696840048,0.166927108,,0.256745902,0.079079667,,0.094773896,0.03567785,,0.034890931,0.015528424,,0.000758009,0.006563044
29.5,,5.233970595,0.523397059,,0.68015392,0.163050068,,0.248838552,0.076712789,,0.091206161,0.034369206,,0.033338092,0.014853345,,0.000714559,0.006232834
29.6,,5.181891717,0.518189172,,0.663855301,0.159259406,,0.241167866,0.074414171,,0.087769289,0.033107027,,0.031852761,0.014206788,,0.000673571,0.005918823
29.7,,5.130331033,0.513033103,,0.64793556,0.155553309,,0.233727018,0.072181943,,0.084458632,0.031889731,,0.030432086,0.013587591,,0.000634908,0.005620242
29.8,,5.079283386,0.507928339,,0.632386245,0.151930002,,0.22650937,0.070014279,,0.081269703,0.030715788,,0.02907333,0.012994635,,0.000598441,0.005336354
29.9,,5.028743672,0.502874367,,0.617199083,0.148387741,,0.219508468,0.067909404,,0.078198166,0.029583715,,0.027773869,0.012426847,,0.000564045,0.005066458
30,,4.978706837,0.497870684,,0.602365975,0.144924817,,0.212718032,0.065865586,,0.075239834,0.02849208,,0.026531188,0.011883195,,0.000531604,0.004809885
